requested_ratio,method,scope,edit_distance,reference_chars,cer,pattern_count
1.266666666667,lanczos3_7tap_16phase,traditional_chinese,7,80,0.0875,12
1.266666666667,lanczos3_7tap_16phase,combined,7,81,0.08641975308641975,13
1.266666666667,opencv_bilinear,english,0,1,0.0,1
1.266666666667,opencv_bilinear,traditional_chinese,6,80,0.075,12
1.266666666667,opencv_bilinear,combined,6,81,0.07407407407407407,13
1.4,bin_ceil,english,0,1,0.0,1
1.4,bin_ceil,traditional_chinese,20,80,0.25,12
1.4,bin_ceil,combined,20,81,0.24691358024691357,13
1.4,bin_floor,english,0,1,0.0,1
1.4,bin_floor,traditional_chinese,7,80,0.0875,12
1.4,bin_floor,combined,7,81,0.08641975308641975,13
1.4,lanczos2_7tap_16phase,english,0,1,0.0,1
1.4,lanczos2_7tap_16phase,traditional_chinese,7,80,0.0875,12
1.4,lanczos2_7tap_16phase,combined,7,81,0.08641975308641975,13
1.4,lanczos3_7tap_16phase,english,0,1,0.0,1
1.4,lanczos3_7tap_16phase,traditional_chinese,5,80,0.0625,12
1.4,lanczos3_7tap_16phase,combined,5,81,0.06172839506172839,13
1.4,opencv_bilinear,english,0,1,0.0,1
1.4,opencv_bilinear,traditional_chinese,13,80,0.1625,12
1.4,opencv_bilinear,combined,13,81,0.16049382716049382,13
1.533333333333,bin_ceil,english,0,1,0.0,1
1.533333333333,bin_ceil,traditional_chinese,9,80,0.1125,12
1.533333333333,bin_ceil,combined,9,81,0.1111111111111111,13
1.533333333333,bin_floor,english,0,1,0.0,1
1.533333333333,bin_floor,traditional_chinese,14,80,0.175,12
1.533333333333,bin_floor,combined,14,81,0.1728395061728395,13
1.533333333333,lanczos2_7tap_16phase,english,0,1,0.0,1
1.533333333333,lanczos2_7tap_16phase,traditional_chinese,5,80,0.0625,12
1.533333333333,lanczos2_7tap_16phase,combined,5,81,0.06172839506172839,13
1.533333333333,lanczos3_7tap_16phase,english,0,1,0.0,1
1.533333333333,lanczos3_7tap_16phase,traditional_chinese,6,80,0.075,12
1.533333333333,lanczos3_7tap_16phase,combined,6,81,0.07407407407407407,13
1.533333333333,opencv_bilinear,english,0,1,0.0,1
1.533333333333,opencv_bilinear,traditional_chinese,9,80,0.1125,12
1.533333333333,opencv_bilinear,combined,9,81,0.1111111111111111,13
1.666666666667,bin_ceil,english,0,1,0.0,1
1.666666666667,bin_ceil,traditional_chinese,11,80,0.1375,12
1.666666666667,bin_ceil,combined,11,81,0.13580246913580246,13
1.666666666667,bin_floor,english,0,1,0.0,1
1.666666666667,bin_floor,traditional_chinese,16,80,0.2,12
1.666666666667,bin_floor,combined,16,81,0.19753086419753085,13
1.666666666667,lanczos2_7tap_16phase,english,0,1,0.0,1
1.666666666667,lanczos2_7tap_16phase,traditional_chinese,7,80,0.0875,12
1.666666666667,lanczos2_7tap_16phase,combined,7,81,0.08641975308641975,13
1.666666666667,lanczos3_7tap_16phase,english,0,1,0.0,1
1.666666666667,lanczos3_7tap_16phase,traditional_chinese,6,80,0.075,12
1.666666666667,lanczos3_7tap_16phase,combined,6,81,0.07407407407407407,13
1.666666666667,opencv_bilinear,english,0,1,0.0,1
1.666666666667,opencv_bilinear,traditional_chinese,6,80,0.075,12
1.666666666667,opencv_bilinear,combined,6,81,0.07407407407407407,13
1.8,bin_ceil,english,0,1,0.0,1
1.8,bin_ceil,traditional_chinese,6,80,0.075,12
1.8,bin_ceil,combined,6,81,0.07407407407407407,13
1.8,bin_floor,english,0,1,0.0,1
1.8,bin_floor,traditional_chinese,13,80,0.1625,12
1.8,bin_floor,combined,13,81,0.16049382716049382,13
1.8,lanczos2_7tap_16phase,english,0,1,0.0,1
1.8,lanczos2_7tap_16phase,traditional_chinese,12,80,0.15,12
1.8,lanczos2_7tap_16phase,combined,12,81,0.14814814814814814,13
1.8,lanczos3_7tap_16phase,english,0,1,0.0,1
1.8,lanczos3_7tap_16phase,traditional_chinese,5,80,0.0625,12
1.8,lanczos3_7tap_16phase,combined,5,81,0.06172839506172839,13
1.8,opencv_bilinear,english,0,1,0.0,1
1.8,opencv_bilinear,traditional_chinese,13,80,0.1625,12
1.8,opencv_bilinear,combined,13,81,0.16049382716049382,13
1.933333333333,bin_ceil,english,0,1,0.0,1
1.933333333333,bin_ceil,traditional_chinese,12,80,0.15,12
1.933333333333,bin_ceil,combined,12,81,0.14814814814814814,13
1.933333333333,bin_floor,english,0,1,0.0,1
1.933333333333,bin_floor,traditional_chinese,13,80,0.1625,12
1.933333333333,bin_floor,combined,13,81,0.16049382716049382,13
1.933333333333,lanczos2_7tap_16phase,english,0,1,0.0,1
1.933333333333,lanczos2_7tap_16phase,traditional_chinese,14,80,0.175,12
1.933333333333,lanczos2_7tap_16phase,combined,14,81,0.1728395061728395,13
1.933333333333,lanczos3_7tap_16phase,english,0,1,0.0,1
1.933333333333,lanczos3_7tap_16phase,traditional_chinese,7,80,0.0875,12
1.933333333333,lanczos3_7tap_16phase,combined,7,81,0.08641975308641975,13
1.933333333333,opencv_bilinear,english,0,1,0.0,1
1.933333333333,opencv_bilinear,traditional_chinese,13,80,0.1625,12
1.933333333333,opencv_bilinear,combined,13,81,0.16049382716049382,13
2.066666666667,bin_ceil,english,0,1,0.0,1
2.066666666667,bin_ceil,traditional_chinese,18,80,0.225,12
2.066666666667,bin_ceil,combined,18,81,0.2222222222222222,13
2.066666666667,bin_floor,english,0,1,0.0,1
2.066666666667,bin_floor,traditional_chinese,7,80,0.0875,12
2.066666666667,bin_floor,combined,7,81,0.08641975308641975,13
2.066666666667,lanczos2_7tap_16phase,english,0,1,0.0,1
2.066666666667,lanczos2_7tap_16phase,traditional_chinese,11,80,0.1375,12
2.066666666667,lanczos2_7tap_16phase,combined,11,81,0.13580246913580246,13
2.066666666667,lanczos3_7tap_16phase,english,0,1,0.0,1
2.066666666667,lanczos3_7tap_16phase,traditional_chinese,3,80,0.0375,12
2.066666666667,lanczos3_7tap_16phase,combined,3,81,0.037037037037037035,13
2.066666666667,opencv_bilinear,english,0,1,0.0,1
2.066666666667,opencv_bilinear,traditional_chinese,11,80,0.1375,12
2.066666666667,opencv_bilinear,combined,11,81,0.13580246913580246,13
2.2,bin_ceil,english,0,1,0.0,1
2.2,bin_ceil,traditional_chinese,10,80,0.125,12
2.2,bin_ceil,combined,10,81,0.12345679012345678,13
2.2,bin_floor,english,0,1,0.0,1
2.2,bin_floor,traditional_chinese,7,80,0.0875,12
2.2,bin_floor,combined,7,81,0.08641975308641975,13
2.2,lanczos2_7tap_16phase,english,0,1,0.0,1
2.2,lanczos2_7tap_16phase,traditional_chinese,7,80,0.0875,12
2.2,lanczos2_7tap_16phase,combined,7,81,0.08641975308641975,13
2.2,lanczos3_7tap_16phase,english,0,1,0.0,1
2.2,lanczos3_7tap_16phase,traditional_chinese,7,80,0.0875,12
2.2,lanczos3_7tap_16phase,combined,7,81,0.08641975308641975,13
2.2,opencv_bilinear,english,0,1,0.0,1
2.2,opencv_bilinear,traditional_chinese,13,80,0.1625,12
2.2,opencv_bilinear,combined,13,81,0.16049382716049382,13
2.333333333333,bin_ceil,english,0,1,0.0,1
2.333333333333,bin_ceil,traditional_chinese,6,80,0.075,12
2.333333333333,bin_ceil,combined,6,81,0.07407407407407407,13
2.333333333333,bin_floor,english,0,1,0.0,1
2.333333333333,bin_floor,traditional_chinese,11,80,0.1375,12
2.333333333333,bin_floor,combined,11,81,0.13580246913580246,13
2.333333333333,lanczos2_7tap_16phase,english,0,1,0.0,1
2.333333333333,lanczos2_7tap_16phase,traditional_chinese,21,80,0.2625,12
2.333333333333,lanczos2_7tap_16phase,combined,21,81,0.25925925925925924,13
2.333333333333,lanczos3_7tap_16phase,english,0,1,0.0,1
2.333333333333,lanczos3_7tap_16phase,traditional_chinese,8,80,0.1,12
2.333333333333,lanczos3_7tap_16phase,combined,8,81,0.09876543209876543,13
2.333333333333,opencv_bilinear,english,0,1,0.0,1
2.333333333333,opencv_bilinear,traditional_chinese,19,80,0.2375,12
2.333333333333,opencv_bilinear,combined,19,81,0.2345679012345679,13
2.466666666667,bin_ceil,english,0,1,0.0,1
2.466666666667,bin_ceil,traditional_chinese,9,80,0.1125,12
2.466666666667,bin_ceil,combined,9,81,0.1111111111111111,13
2.466666666667,bin_floor,english,0,1,0.0,1
2.466666666667,bin_floor,traditional_chinese,21,80,0.2625,12
2.466666666667,bin_floor,combined,21,81,0.25925925925925924,13
2.466666666667,lanczos2_7tap_16phase,english,0,1,0.0,1
2.466666666667,lanczos2_7tap_16phase,traditional_chinese,5,80,0.0625,12
2.466666666667,lanczos2_7tap_16phase,combined,5,81,0.06172839506172839,13
2.466666666667,lanczos3_7tap_16phase,english,0,1,0.0,1
2.466666666667,lanczos3_7tap_16phase,traditional_chinese,5,80,0.0625,12
2.466666666667,lanczos3_7tap_16phase,combined,5,81,0.06172839506172839,13
2.466666666667,opencv_bilinear,english,0,1,0.0,1
2.466666666667,opencv_bilinear,traditional_chinese,8,80,0.1,12
2.466666666667,opencv_bilinear,combined,8,81,0.09876543209876543,13
2.6,bin_ceil,english,0,1,0.0,1
2.6,bin_ceil,traditional_chinese,6,80,0.075,12
2.6,bin_ceil,combined,6,81,0.07407407407407407,13
2.6,bin_floor,english,0,1,0.0,1
2.6,bin_floor,traditional_chinese,13,80,0.1625,12
2.6,bin_floor,combined,13,81,0.16049382716049382,13
2.6,lanczos2_7tap_16phase,english,0,1,0.0,1
2.6,lanczos2_7tap_16phase,traditional_chinese,13,80,0.1625,12
2.6,lanczos2_7tap_16phase,combined,13,81,0.16049382716049382,13
2.6,lanczos3_7tap_16phase,english,0,1,0.0,1
2.6,lanczos3_7tap_16phase,traditional_chinese,7,80,0.0875,12
2.6,lanczos3_7tap_16phase,combined,7,81,0.08641975308641975,13
2.6,opencv_bilinear,english,0,1,0.0,1
2.6,opencv_bilinear,traditional_chinese,18,80,0.225,12
2.6,opencv_bilinear,combined,18,81,0.2222222222222222,13
2.625,bin_ceil,english,0,1,0.0,1
2.625,bin_ceil,traditional_chinese,6,80,0.075,12
2.625,bin_ceil,combined,6,81,0.07407407407407407,13
2.625,bin_floor,english,0,1,0.0,1
2.625,bin_floor,traditional_chinese,13,80,0.1625,12
2.625,bin_floor,combined,13,81,0.16049382716049382,13
2.625,lanczos2_7tap_16phase,english,0,1,0.0,1
2.625,lanczos2_7tap_16phase,traditional_chinese,4,80,0.05,12
2.625,lanczos2_7tap_16phase,combined,4,81,0.04938271604938271,13
2.625,lanczos3_7tap_16phase,english,0,1,0.0,1
2.625,lanczos3_7tap_16phase,traditional_chinese,5,80,0.0625,12
2.625,lanczos3_7tap_16phase,combined,5,81,0.06172839506172839,13
2.625,opencv_bilinear,english,0,1,0.0,1
2.625,opencv_bilinear,traditional_chinese,7,80,0.0875,12
2.625,opencv_bilinear,combined,7,81,0.08641975308641975,13
2.733333333333,bin_ceil,english,0,1,0.0,1
2.733333333333,bin_ceil,traditional_chinese,4,80,0.05,12
2.733333333333,bin_ceil,combined,4,81,0.04938271604938271,13
2.733333333333,bin_floor,english,0,1,0.0,1
2.733333333333,bin_floor,traditional_chinese,13,80,0.1625,12
2.733333333333,bin_floor,combined,13,81,0.16049382716049382,13
2.733333333333,lanczos2_7tap_16phase,english,0,1,0.0,1
2.733333333333,lanczos2_7tap_16phase,traditional_chinese,6,80,0.075,12
2.733333333333,lanczos2_7tap_16phase,combined,6,81,0.07407407407407407,13
2.733333333333,lanczos3_7tap_16phase,english,0,1,0.0,1
2.733333333333,lanczos3_7tap_16phase,traditional_chinese,6,80,0.075,12
2.733333333333,lanczos3_7tap_16phase,combined,6,81,0.07407407407407407,13
2.733333333333,opencv_bilinear,english,0,1,0.0,1
2.733333333333,opencv_bilinear,traditional_chinese,6,80,0.075,12
2.733333333333,opencv_bilinear,combined,6,81,0.07407407407407407,13
2.866666666667,bin_ceil,english,0,1,0.0,1
2.866666666667,bin_ceil,traditional_chinese,13,80,0.1625,12
2.866666666667,bin_ceil,combined,13,81,0.16049382716049382,13
2.866666666667,bin_floor,english,0,1,0.0,1
2.866666666667,bin_floor,traditional_chinese,13,80,0.1625,12
2.866666666667,bin_floor,combined,13,81,0.16049382716049382,13
2.866666666667,lanczos2_7tap_16phase,english,0,1,0.0,1
2.866666666667,lanczos2_7tap_16phase,traditional_chinese,12,80,0.15,12
2.866666666667,lanczos2_7tap_16phase,combined,12,81,0.14814814814814814,13
2.866666666667,lanczos3_7tap_16phase,english,0,1,0.0,1
2.866666666667,lanczos3_7tap_16phase,traditional_chinese,4,80,0.05,12
2.866666666667,lanczos3_7tap_16phase,combined,4,81,0.04938271604938271,13
2.866666666667,opencv_bilinear,english,0,1,0.0,1
2.866666666667,opencv_bilinear,traditional_chinese,13,80,0.1625,12
2.866666666667,opencv_bilinear,combined,13,81,0.16049382716049382,13
3.0,bin_ceil,english,0,1,0.0,1
3.0,bin_ceil,traditional_chinese,11,80,0.1375,12
3.0,bin_ceil,combined,11,81,0.13580246913580246,13
3.0,bin_floor,english,0,1,0.0,1
3.0,bin_floor,traditional_chinese,11,80,0.1375,12
3.0,bin_floor,combined,11,81,0.13580246913580246,13
3.0,lanczos2_7tap_16phase,english,0,1,0.0,1
3.0,lanczos2_7tap_16phase,traditional_chinese,10,80,0.125,12
3.0,lanczos2_7tap_16phase,combined,10,81,0.12345679012345678,13
3.0,lanczos3_7tap_16phase,english,0,1,0.0,1
3.0,lanczos3_7tap_16phase,traditional_chinese,12,80,0.15,12
3.0,lanczos3_7tap_16phase,combined,12,81,0.14814814814814814,13
3.0,opencv_bilinear,english,0,1,0.0,1
3.0,opencv_bilinear,traditional_chinese,15,80,0.1875,12
3.0,opencv_bilinear,combined,15,81,0.18518518518518517,13
